Probabilidade de Cruzamento,Elites,Probabilidade de Mutacao,Geracoes,Tamanho da Populacao,Individuo de Melhor Aptidao,Aptidao Media
0.80,2,0.10,100,200,13443229.00,8224802.39
0.60,2,0.10,100,200,13469034.00,7558033.64
1.00,2,0.01,100,200,13489043.00,12807810.97
0.80,2,0.01,100,200,13477838.00,12271093.04
0.60,2,0.01,100,200,13518963.00,9411539.93
1.00,2,0.05,100,200,13462565.00,11566196.43
0.80,2,0.05,100,200,13433625.00,9804567.57
0.60,2,0.05,100,200,13497192.00,7805113.08
1.00,2,0.10,100,200,13496616.00,9145758.99
0.80,2,0.10,100,200,13497192.00,7164649.72
0.60,2,0.10,100,200,13491239.00,8120550.78
1.00,6,0.01,100,200,13470953.00,12231985.52
0.80,6,0.01,100,200,13333722.00,11953392.29
0.60,6,0.01,100,200,13410336.00,11901158.35
1.00,6,0.05,100,200,13515028.00,11413147.57
0.80,6,0.05,100,200,13471217.00,11277101.43
0.60,6,0.05,100,200,13458871.00,9358359.86
1.00,6,0.10,100,200,13509264.00,10363472.61
0.80,6,0.10,100,200,13491239.00,9904328.40
0.60,6,0.10,100,200,13458645.00,8226318.02
1.00,10,0.01,100,200,13371012.00,12402107.32
0.80,10,0.01,100,200,13353354.00,11614857.04
0.60,10,0.01,100,200,13446143.00,11516417.42
1.00,10,0.05,100,200,13415655.00,11792418.60
0.80,10,0.05,100,200,13368048.00,11276967.16
0.60,10,0.05,100,200,13362494.00,10946092.73
1.00,10,0.10,100,200,13389984.00,11620071.89
0.80,10,0.10,100,200,13497192.00,11605749.91
0.60,10,0.10,100,200,13491239.00,7745065.97
1.00,0,0.01,200,200,13443229.00,11722615.71
0.80,0,0.01,200,200,13208644.00,9126337.59
0.60,0,0.01,200,200,13186887.00,8375693.84
1.00,0,0.05,200,200,13252582.00,8038678.41
0.80,0,0.05,200,200,13210326.00,8131888.71
0.60,0,0.05,200,200,13125895.00,7534345.29
1.00,0,0.10,200,200,12969122.00,7059758.92
0.80,0,0.10,200,200,13109665.00,7567597.84
0.60,0,0.10,200,200,13047746.00,7366224.36
1.00,2,0.01,200,200,13515028.00,12415575.44
0.80,2,0.01,200,200,13524340.00,12913825.64
0.60,2,0.01,200,200,13497192.00,8392180.68
1.00,2,0.05,200,200,13471517.00,10875735.06
0.80,2,0.05,200,200,13524340.00,8031224.16
0.60,2,0.05,200,200,13458871.00,7923682.55
1.00,2,0.10,200,200,13524340.00,7834382.04
0.80,2,0.10,200,200,13410856.00,8082818.67
0.60,2,0.10,200,200,13412823.00,7367479.16
1.00,2,0.01,200,200,13505878.00,12031943.31
0.80,2,0.01,200,200,13505878.00,12312859.53
0.60,2,0.01,200,200,13423931.00,12010287.11
1.00,2,0.05,200,200,13549094.00,11582186.71
0.80,2,0.05,200,200,13517399.00,10004293.14
0.60,2,0.05,200,200,13497192.00,7867450.21
1.00,2,0.10,200,200,13549094.00,11912938.13
0.80,2,0.10,200,200,13521334.00,7731807.30
0.60,2,0.10,200,200,13487304.00,7188716.75
1.00,6,0.01,200,200,13477838.00,12113049.06
0.80,6,0.01,200,200,13402004.00,11715606.38
0.60,6,0.01,200,200,13410688.00,11778054.96
1.00,6,0.05,200,200,13419993.00,11417700.34
0.80,6,0.05,200,200,13458777.00,11245848.55
0.60,6,0.05,200,200,13518963.00,8722507.48
1.00,6,0.10,200,200,13549094.00,11513230.67
0.80,6,0.10,200,200,13505878.00,9343603.62
0.60,6,0.10,200,200,13468533.00,8160819.46
1.00,10,0.01,200,200,13524340.00,12320130.53
0.80,10,0.01,200,200,13458215.00,12077039.86
0.60,10,0.01,200,200,13389677.00,11555003.38
1.00,10,0.05,200,200,13456720.00,12091292.98
0.80,10,0.05,200,200,13455943.00,11350274.97
0.60,10,0.05,200,200,13518963.00,10079099.67
1.00,10,0.10,200,200,13362913.00,11368248.63
0.80,10,0.10,200,200,13433089.00,10928529.78
0.60,10,0.10,200,200,13465867.00,8353309.20
